"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 30 12:04:54 GMT 2023","Mon Jan 30 12:04:58 GMT 2023","4208","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Mon Jan 30 12:04:44 GMT 2023","Mon Jan 30 12:04:47 GMT 2023","3747","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""contacts"" link","
        user can go to all top links from the main page
        "
"passed","Mon Jan 30 12:05:12 GMT 2023","Mon Jan 30 12:05:23 GMT 2023","10946","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"broken","Mon Jan 30 12:04:26 GMT 2023","Mon Jan 30 12:04:26 GMT 2023","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"broken","Mon Jan 30 12:04:29 GMT 2023","Mon Jan 30 12:04:29 GMT 2023","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"broken","Mon Jan 30 12:03:37 GMT 2023","Mon Jan 30 12:03:40 GMT 2023","3063","ui_tests","test_cases_page","TestCasesPage","","","User can see the 3 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:03:35 GMT 2023","Mon Jan 30 12:03:38 GMT 2023","3074","ui_tests","test_cases_page","TestCasesPage","","","User can see the 7 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:03:29 GMT 2023","Mon Jan 30 12:03:32 GMT 2023","3361","ui_tests","test_cases_page","TestCasesPage","","","User can see the 6 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:04:57 GMT 2023","Mon Jan 30 12:05:02 GMT 2023","4491","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"broken","Mon Jan 30 12:04:23 GMT 2023","Mon Jan 30 12:04:23 GMT 2023","0","ui_tests","test_cases_page","TestCasesPage","","","User can see the 8 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:05:09 GMT 2023","Mon Jan 30 12:05:13 GMT 2023","4014","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""policy"" link","
        user can go to all bottom links from the main page
        "
"passed","Mon Jan 30 12:04:18 GMT 2023","Mon Jan 30 12:04:20 GMT 2023","2631","ui_tests","test_cases_page","TestCasesPage","","","User can see the 5 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:04:11 GMT 2023","Mon Jan 30 12:04:13 GMT 2023","2176","ui_tests","test_cases_page","TestCasesPage","","","User can see the 4 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:04:24 GMT 2023","Mon Jan 30 12:04:24 GMT 2023","0","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:04:36 GMT 2023","Mon Jan 30 12:04:40 GMT 2023","3758","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""about-us"" link","
        user can go to all top links from the main page
        "
"broken","Mon Jan 30 12:03:48 GMT 2023","Mon Jan 30 12:03:51 GMT 2023","3177","ui_tests","test_cases_page","TestCasesPage","","","User can see the 5 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:03:42 GMT 2023","Mon Jan 30 12:03:45 GMT 2023","3080","ui_tests","test_cases_page","TestCasesPage","","","User can see the 4 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:04:30 GMT 2023","Mon Jan 30 12:04:30 GMT 2023","734","ui_tests","test_main_page","TestMainPage","","","The server is alive","
        server is alive
        "
"passed","Mon Jan 30 12:04:08 GMT 2023","Mon Jan 30 12:04:16 GMT 2023","7576","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends a correct data into the form","User is scrolling to the bottom and sends correct data"
"broken","Mon Jan 30 12:04:37 GMT 2023","Mon Jan 30 12:04:42 GMT 2023","4922","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Mon Jan 30 12:05:33 GMT 2023","Mon Jan 30 12:05:38 GMT 2023","4899","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""t.me/fojin_tech"" link","
        user can go to all bottom links from the main page
        "
"passed","Mon Jan 30 12:03:29 GMT 2023","Mon Jan 30 12:03:32 GMT 2023","3010","ui_tests","test_cases_page","TestCasesPage","","","User can see the 1 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:04:41 GMT 2023","Mon Jan 30 12:04:44 GMT 2023","3370","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"broken","Mon Jan 30 12:04:21 GMT 2023","Mon Jan 30 12:04:21 GMT 2023","0","ui_tests","test_cases_page","TestCasesPage","","","User can see the 6 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:04:27 GMT 2023","Mon Jan 30 12:04:27 GMT 2023","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"broken","Mon Jan 30 12:03:45 GMT 2023","Mon Jan 30 12:03:48 GMT 2023","3050","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Jan 30 12:03:33 GMT 2023","Mon Jan 30 12:03:36 GMT 2023","2560","ui_tests","test_cases_page","TestCasesPage","","","User can see the 2 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Mon Jan 30 12:04:31 GMT 2023","Mon Jan 30 12:04:35 GMT 2023","3168","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Mon Jan 30 12:04:45 GMT 2023","Mon Jan 30 12:04:49 GMT 2023","3353","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Mon Jan 30 12:05:22 GMT 2023","Mon Jan 30 12:05:28 GMT 2023","6151","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"passed","Mon Jan 30 12:05:26 GMT 2023","Mon Jan 30 12:05:31 GMT 2023","4563","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""policy"" link","
        user can go to all bottom links from the main page
        "
